gender,job_title,job_industry_category,wealth_segment,tenure,postcode,state,property_valuation,Age_category,past_3_years_bike_related_purchases_categories,cluster,customer_id
Male,VP Product Management,Financial Services,High Net Worth,14,2126,NSW,10,35-44,41-50,Cat_1,3490
Male,Sales Representative,Retail,Mass Customer,7,2502,NSW,6,45-54,31-40,Cat_1,3132
Female,Senior Developer,Manufacturing,High Net Worth,16,2117,NSW,10,45-54,21-30,Cat_1,2952
Female,Administrative Assistant IV,Financial Services,Mass Customer,20,2121,NSW,11,25-34,41-50,Cat_1,2563
Male,Desktop Support Technician,Health,Mass Customer,3,2088,NSW,8,18-24,81-90,Cat_1,331
Female,Design Engineer,Financial Services,Affluent Customer,1,4055,QLD,7,18-24,51-60,Cat_2,2201
Male,VP Marketing,Health,Mass Customer,18,4701,QLD,3,45-54,Above 90,Cat_1,2064
Male,Accountant I,Entertainment,Mass Customer,18,2506,NSW,9,45-54,Above 90,Cat_1,227
Male,Nurse,Manufacturing,Mass Customer,7,4053,QLD,8,25-34,Below 10,Cat_3,2029
Female,Senior Editor,Manufacturing,Affluent Customer,8,2448,NSW,4,45-54,51-60,Cat_1,5
Female,Accounting Assistant III,Financial Services,Mass Customer,3,2177,NSW,8,25-34,Above 90,Cat_3,877
Female,Graphic Designer,Manufacturing,High Net Worth,15,2216,NSW,8,35-44,21-30,Cat_2,2138
Male,Computer Systems Analyst I,Property,High Net Worth,20,2076,NSW,11,25-34,21-30,Cat_1,2443
Female,Executive Secretary,Argiculture,Mass Customer,12,2138,NSW,11,35-44,71-80,Cat_1,1653
Male,Computer Systems Analyst IV,Manufacturing,Affluent Customer,12,3147,VIC,10,35-44,71-80,Cat_3,2640
Female,Desktop Support Technician,Argiculture,Mass Customer,16,4870,QLD,1,45-54,71-80,Cat_2,3409
Female,Internal Auditor,Manufacturing,Mass Customer,1,4306,QLD,4,25-34,81-90,Cat_2,2272
Female,Junior Executive,Manufacturing,Mass Customer,12,3338,VIC,1,55-64,31-40,Cat_3,1936
Male,Electrical Engineer,Manufacturing,Mass Customer,5,2761,NSW,8,45-54,Nov-20,Cat_3,605
Female,Recruiter,Financial Services,Affluent Customer,5,2282,NSW,8,45-54,41-50,Cat_1,2843
Female,Web Designer IV,Manufacturing,Mass Customer,16,2164,NSW,8,Above 64,Below 10,Cat_1,2348
Male,Biostatistician II,Manufacturing,Affluent Customer,15,2234,NSW,10,Above 64,Above 90,Cat_1,2652
Male,Human Resources Assistant III,Retail,High Net Worth,16,4014,QLD,8,45-54,31-40,Cat_2,2968
Female,Human Resources Manager,Financial Services,High Net Worth,12,2749,NSW,9,55-64,Nov-20,Cat_1,1440
Female,Software Engineer IV,Financial Services,Affluent Customer,7,2212,NSW,9,45-54,Below 10,Cat_1,1176
Male,Research Nurse,Health,Affluent Customer,13,2233,NSW,10,35-44,81-90,Cat_1,159
Female,Chemical Engineer,Manufacturing,Affluent Customer,11,2099,NSW,11,45-54,41-50,Cat_1,2581
Female,Senior Editor,Manufacturing,Mass Customer,15,2075,NSW,11,45-54,71-80,Cat_1,1101
Female,Social Worker,Health,Mass Customer,14,2749,NSW,8,45-54,21-30,Cat_3,1438
Male,Administrative Assistant II,Financial Services,Mass Customer,6,3170,VIC,9,55-64,Nov-20,Cat_3,205
Female,Budget/Accounting Analyst I,Health,Mass Customer,9,3620,VIC,1,55-64,Above 90,Cat_1,2280
Female,Director of Sales,Financial Services,Mass Customer,1,2044,NSW,10,25-34,Nov-20,Cat_3,1191
Female,Research Nurse,Health,Mass Customer,1,4509,QLD,7,25-34,41-50,Cat_1,149
Female,Data Coordiator,Health,High Net Worth,15,3806,VIC,7,35-44,41-50,Cat_2,973
Female,Nurse,Property,Mass Customer,16,2770,NSW,6,35-44,71-80,Cat_1,2166
Male,Database Administrator IV,Manufacturing,High Net Worth,1,2870,NSW,2,25-34,71-80,Cat_1,3325
Male,Research Nurse,Health,Mass Customer,8,2117,NSW,10,25-34,31-40,Cat_3,1991
Male,Structural Engineer,Manufacturing,Mass Customer,5,2034,NSW,11,25-34,51-60,Cat_1,1997
Female,Chief Design Engineer,Manufacturing,Affluent Customer,12,3197,VIC,10,55-64,61-70,Cat_3,315
Male,Tax Accountant,Telecommunications,Affluent Customer,3,4570,QLD,4,18-24,Above 90,Cat_2,370
Female,Structural Analysis Engineer,Manufacturing,Mass Customer,9,3015,VIC,10,35-44,41-50,Cat_3,1407
Female,Internal Auditor,Financial Services,High Net Worth,9,4055,QLD,7,35-44,71-80,Cat_2,858
Male,Nuclear Power Engineer,Manufacturing,Mass Customer,7,2155,NSW,9,35-44,21-30,Cat_3,2753
Male,Senior Financial Analyst,Financial Services,Mass Customer,8,3165,VIC,10,25-34,81-90,Cat_2,374
Male,Legal Assistant,Health,Mass Customer,7,2067,NSW,9,55-64,41-50,Cat_3,2880
Male,Tax Accountant,Manufacturing,Affluent Customer,8,3025,VIC,9,Above 64,31-40,Cat_1,658
Female,Desktop Support Technician,Financial Services,Mass Customer,11,2830,NSW,4,55-64,41-50,Cat_1,2991
Male,Operator,Manufacturing,Mass Customer,10,2159,NSW,11,45-54,71-80,Cat_1,2577
Female,Assistant Media Planner,Entertainment,Affluent Customer,18,4127,QLD,4,55-64,Below 10,Cat_1,1983
Female,Occupational Therapist,Health,Mass Customer,12,2087,NSW,11,45-54,41-50,Cat_1,1697
Female,Legal Assistant,Financial Services,Mass Customer,7,3161,VIC,9,25-34,61-70,Cat_2,1379
Male,Financial Advisor,Financial Services,High Net Worth,12,2075,NSW,12,55-64,21-30,Cat_2,598
Male,Senior Cost Accountant,Financial Services,Mass Customer,19,4101,QLD,10,55-64,61-70,Cat_2,2301
Female,Engineer I,Manufacturing,Mass Customer,15,3976,VIC,6,25-34,71-80,Cat_1,2148
Male,Accounting Assistant III,Financial Services,Mass Customer,21,4413,QLD,3,45-54,71-80,Cat_3,25
Male,Cost Accountant,Financial Services,High Net Worth,3,2116,NSW,10,25-34,71-80,Cat_1,1966
Female,Senior Sales Associate,Manufacturing,Mass Customer,16,2480,NSW,7,55-64,Nov-20,Cat_2,1223
Female,Financial Analyst,Financial Services,Mass Customer,5,4114,QLD,3,45-54,51-60,Cat_2,620
Male,Food Chemist,Health,High Net Worth,6,3912,VIC,7,45-54,21-30,Cat_2,2105
Male,Help Desk Technician,Manufacturing,Mass Customer,11,2640,NSW,1,25-34,61-70,Cat_1,2232
Male,Software Test Engineer II,Manufacturing,Mass Customer,8,2138,NSW,9,45-54,81-90,Cat_1,2526
Female,Chemical Engineer,Manufacturing,Mass Customer,4,3049,VIC,5,25-34,41-50,Cat_2,1971
Male,Business Systems Development Analyst,Financial Services,Affluent Customer,14,4114,QLD,3,45-54,81-90,Cat_2,2940
Female,Chemical Engineer,Manufacturing,Mass Customer,13,4305,QLD,5,45-54,81-90,Cat_1,745
Male,Editor,Manufacturing,Affluent Customer,6,3749,VIC,4,25-34,51-60,Cat_2,172
Female,Chemical Engineer,Manufacturing,Mass Customer,12,4343,QLD,1,55-64,51-60,Cat_2,2313
Female,Account Executive,Health,Affluent Customer,1,2220,NSW,9,18-24,71-80,Cat_1,3070
Male,Tax Accountant,Manufacturing,High Net Worth,13,4053,QLD,7,55-64,41-50,Cat_2,1742
Male,Senior Cost Accountant,Financial Services,High Net Worth,10,4740,QLD,5,Above 64,71-80,Cat_1,1926
Male,Biostatistician IV,Health,High Net Worth,18,2023,NSW,12,55-64,Nov-20,Cat_1,958
Female,Product Engineer,Manufacturing,Mass Customer,9,2323,NSW,3,25-34,31-40,Cat_2,2269
Female,Software Test Engineer IV,Health,Mass Customer,1,2173,NSW,9,18-24,21-30,Cat_1,810
Male,Quality Control Specialist,Telecommunications,Mass Customer,19,2166,NSW,9,55-64,Nov-20,Cat_2,2956
Male,Physical Therapy Assistant,Property,Affluent Customer,19,4005,QLD,2,Above 64,Below 10,Cat_3,200
Female,Software Engineer I,Financial Services,Mass Customer,10,2233,NSW,9,Above 64,71-80,Cat_1,2573
Male,Graphic Designer,Financial Services,High Net Worth,10,3939,VIC,8,55-64,81-90,Cat_3,3080
Female,Web Designer II,IT,Affluent Customer,18,2640,NSW,4,45-54,51-60,Cat_1,1445
Female,Chief Design Engineer,Property,High Net Worth,16,2226,NSW,10,35-44,21-30,Cat_1,3271
Female,Engineer III,Manufacturing,Affluent Customer,4,2540,NSW,7,45-54,71-80,Cat_1,2467
Male,Junior Executive,Health,Mass Customer,20,3111,VIC,9,45-54,Below 10,Cat_3,473
Female,Chemical Engineer,Manufacturing,Mass Customer,11,2035,NSW,11,25-34,41-50,Cat_3,614
Male,Analyst Programmer,Financial Services,Mass Customer,7,4032,QLD,7,45-54,81-90,Cat_3,1890
Male,Help Desk Operator,Entertainment,High Net Worth,7,3183,VIC,7,55-64,Above 90,Cat_3,420
Male,Computer Systems Analyst II,Retail,High Net Worth,7,2484,NSW,4,25-34,71-80,Cat_1,1916
Female,Senior Sales Associate,Manufacturing,High Net Worth,11,2570,NSW,8,Above 64,21-30,Cat_3,1858
Female,Data Coordiator,IT,Mass Customer,7,2430,NSW,3,45-54,81-90,Cat_1,1182
Male,Computer Systems Analyst I,Financial Services,Affluent Customer,15,3757,VIC,7,35-44,61-70,Cat_1,1341
Female,Human Resources Assistant II,Financial Services,High Net Worth,8,3355,VIC,2,25-34,71-80,Cat_2,2275
Male,Cost Accountant,Financial Services,Mass Customer,13,2145,NSW,8,25-34,51-60,Cat_1,52
Female,Budget/Accounting Analyst I,Health,High Net Worth,16,2196,NSW,10,45-54,51-60,Cat_3,963
Male,Programmer II,Financial Services,High Net Worth,2,2330,NSW,4,18-24,Above 90,Cat_1,2093
Male,Human Resources Assistant II,Health,Mass Customer,3,2066,NSW,9,35-44,41-50,Cat_3,2279
Male,Chemical Engineer,Manufacturing,Affluent Customer,2,3124,VIC,8,18-24,71-80,Cat_1,914
Male,Administrative Officer,Manufacturing,High Net Worth,7,2880,NSW,1,55-64,21-30,Cat_1,1075
Male,Marketing Manager,Health,High Net Worth,18,3618,VIC,1,55-64,41-50,Cat_1,2605
Male,Registered Nurse,Health,Mass Customer,17,2153,NSW,10,35-44,81-90,Cat_3,2067
Female,Electrical Engineer,Manufacturing,Mass Customer,10,2754,NSW,8,55-64,41-50,Cat_1,805
Female,Assistant Media Planner,Entertainment,Affluent Customer,17,2100,NSW,10,55-64,71-80,Cat_1,3500
Female,Project Manager,Retail,Mass Customer,7,2066,NSW,12,35-44,81-90,Cat_1,363
Female,Business Systems Development Analyst,Property,Affluent Customer,11,2168,NSW,8,45-54,21-30,Cat_1,3036
Male,VP Sales,Manufacturing,Mass Customer,13,4505,QLD,8,Above 64,31-40,Cat_2,568
Male,Geological Engineer,Manufacturing,Mass Customer,8,2208,NSW,10,35-44,51-60,Cat_1,2471
Female,Sales Representative,Retail,Affluent Customer,18,4504,QLD,4,45-54,Above 90,Cat_1,1827
Female,Dental Hygienist,Health,High Net Worth,7,2064,NSW,9,35-44,81-90,Cat_2,263
Female,Cost Accountant,Financial Services,High Net Worth,7,3752,VIC,4,55-64,41-50,Cat_1,2277
Female,Operator,Manufacturing,Affluent Customer,16,4275,QLD,3,55-64,Above 90,Cat_1,3054
Female,Community Outreach Specialist,Retail,Mass Customer,5,3195,VIC,9,25-34,81-90,Cat_2,2479
Male,Nurse,Retail,Mass Customer,2,4883,QLD,3,18-24,Above 90,Cat_3,2929
Female,Accounting Assistant I,Financial Services,Mass Customer,6,2164,NSW,8,25-34,61-70,Cat_1,2112
Male,Software Consultant,Health,High Net Worth,11,2530,NSW,8,35-44,Nov-20,Cat_3,1885
Male,Web Developer II,Retail,Mass Customer,18,2230,NSW,10,55-64,61-70,Cat_1,67
Female,Food Chemist,Health,Mass Customer,12,2148,NSW,9,25-34,Above 90,Cat_3,174
Female,Tax Accountant,IT,Mass Customer,17,2065,NSW,12,35-44,61-70,Cat_1,1593
Male,VP Marketing,Retail,Affluent Customer,18,2640,NSW,3,45-54,Below 10,Cat_1,3472
Male,Senior Financial Analyst,Financial Services,Mass Customer,10,2320,NSW,7,Above 64,21-30,Cat_2,3185
Male,Research Nurse,Health,Mass Customer,7,2162,NSW,5,35-44,61-70,Cat_1,382
Female,Business Systems Development Analyst,Argiculture,Affluent Customer,8,2023,NSW,12,45-54,Above 90,Cat_1,9
Male,Senior Financial Analyst,Financial Services,Affluent Customer,11,3133,VIC,10,25-34,71-80,Cat_2,408
Female,Software Consultant,Manufacturing,High Net Worth,14,2259,NSW,6,35-44,Nov-20,Cat_1,2399
Male,Engineer II,Property,High Net Worth,15,4455,QLD,2,45-54,71-80,Cat_2,3042
Male,Human Resources Assistant III,Manufacturing,High Net Worth,14,4034,QLD,6,45-54,21-30,Cat_2,2110
Male,Executive Secretary,Argiculture,Mass Customer,16,4209,QLD,4,45-54,51-60,Cat_2,3337
Female,Mechanical Systems Engineer,Financial Services,Mass Customer,5,2536,NSW,5,45-54,51-60,Cat_1,1465
Female,Clinical Specialist,Health,High Net Worth,10,2023,NSW,9,45-54,41-50,Cat_3,289
Female,Project Manager,Manufacturing,Affluent Customer,2,4220,QLD,10,35-44,Nov-20,Cat_1,851
Female,Information Systems Manager,Argiculture,Mass Customer,22,4503,QLD,4,45-54,31-40,Cat_2,3218
Female,General Manager,Property,Mass Customer,9,2176,NSW,9,55-64,61-70,Cat_1,3361
Male,Account Coordinator,Manufacturing,Mass Customer,19,2759,NSW,8,45-54,Below 10,Cat_2,1837
Female,Paralegal,Financial Services,Mass Customer,17,3115,VIC,9,55-64,51-60,Cat_3,2308
Female,VP Product Management,Argiculture,High Net Worth,19,2166,NSW,9,55-64,21-30,Cat_1,1151
Female,Senior Sales Associate,Argiculture,Affluent Customer,7,2166,NSW,7,35-44,61-70,Cat_1,553
Male,Internal Auditor,Manufacturing,Affluent Customer,15,3034,VIC,9,45-54,Above 90,Cat_2,1048
Female,Assistant Professor,Health,Affluent Customer,17,4810,QLD,8,45-54,51-60,Cat_2,2872
Male,Internal Auditor,Entertainment,Mass Customer,16,2125,NSW,12,55-64,Nov-20,Cat_1,1750
Male,VP Product Management,Argiculture,Mass Customer,19,4179,QLD,8,55-64,31-40,Cat_1,1919
Female,Structural Analysis Engineer,Financial Services,Mass Customer,11,4405,QLD,1,35-44,31-40,Cat_2,2104
Male,Developer III,Financial Services,Mass Customer,6,3915,VIC,4,Above 64,61-70,Cat_1,2193
Male,Assistant Media Planner,Entertainment,Mass Customer,22,2212,NSW,10,35-44,Below 10,Cat_3,39
Female,Cost Accountant,Financial Services,Mass Customer,5,4551,QLD,8,25-34,51-60,Cat_2,2918
Female,Senior Cost Accountant,Financial Services,Mass Customer,4,4007,QLD,12,45-54,71-80,Cat_1,3246
Female,Assistant Professor,IT,Affluent Customer,17,2560,NSW,8,Above 64,81-90,Cat_3,2495
Female,Web Designer III,Manufacturing,Mass Customer,9,3195,VIC,8,25-34,41-50,Cat_2,3137
Female,Help Desk Technician,IT,Mass Customer,22,2340,NSW,2,45-54,21-30,Cat_1,2173
Female,Registered Nurse,Health,Affluent Customer,10,2250,NSW,9,35-44,41-50,Cat_1,190
Male,Design Engineer,Manufacturing,Affluent Customer,4,4207,QLD,4,18-24,21-30,Cat_1,3357
Male,Graphic Designer,Financial Services,Affluent Customer,19,2519,NSW,4,55-64,61-70,Cat_1,653
Male,Structural Analysis Engineer,Manufacturing,Mass Customer,4,2340,NSW,4,35-44,61-70,Cat_1,593
Female,Senior Developer,Financial Services,Mass Customer,4,4055,QLD,6,55-64,Below 10,Cat_2,1318
Male,Quality Engineer,Health,Mass Customer,12,4304,QLD,2,35-44,Below 10,Cat_2,1291
Female,Automation Specialist I,Manufacturing,Affluent Customer,7,3352,VIC,6,25-34,Above 90,Cat_2,1763
Female,Human Resources Manager,Manufacturing,Affluent Customer,13,3564,VIC,2,45-54,Below 10,Cat_1,646
Male,Safety Technician I,Property,Mass Customer,13,3228,VIC,8,35-44,31-40,Cat_2,392
Female,Office Assistant I,Health,High Net Worth,5,2062,NSW,9,55-64,21-30,Cat_1,2136
Female,Food Chemist,Health,High Net Worth,5,3030,VIC,7,25-34,51-60,Cat_2,2674
Female,Executive Secretary,Argiculture,High Net Worth,10,4215,QLD,7,45-54,21-30,Cat_2,443
Female,Social Worker,Health,Affluent Customer,9,2207,NSW,11,Above 64,Above 90,Cat_1,2506
Female,Research Associate,Manufacturing,High Net Worth,12,2229,NSW,10,55-64,Nov-20,Cat_3,946
Female,Civil Engineer,Manufacturing,Affluent Customer,7,2196,NSW,10,45-54,Below 10,Cat_3,3184
Male,Account Executive,Manufacturing,High Net Worth,9,4053,QLD,7,25-34,21-30,Cat_2,1323
Male,Account Coordinator,Manufacturing,High Net Worth,7,2449,NSW,2,25-34,31-40,Cat_3,1912
Male,Junior Executive,Manufacturing,Affluent Customer,7,2145,NSW,7,55-64,51-60,Cat_1,2892
Male,Senior Editor,Manufacturing,Mass Customer,8,3191,VIC,11,55-64,31-40,Cat_3,739
Male,Safety Technician I,Financial Services,Affluent Customer,10,3031,VIC,4,35-44,71-80,Cat_1,189
Female,Environmental Tech,Financial Services,High Net Worth,18,2171,NSW,9,45-54,31-40,Cat_1,795
Male,Staff Accountant I,Financial Services,Mass Customer,20,4817,QLD,3,55-64,21-30,Cat_2,1279
Female,Tax Accountant,Property,Mass Customer,20,2047,NSW,11,35-44,31-40,Cat_1,1755
Male,Internal Auditor,Property,High Net Worth,15,2086,NSW,11,25-34,Below 10,Cat_1,1214
Female,Account Coordinator,Property,Mass Customer,19,2263,NSW,8,45-54,Nov-20,Cat_3,1613
Male,Associate Professor,Manufacturing,High Net Worth,11,3174,VIC,5,45-54,21-30,Cat_1,2444
Female,Research Associate,Manufacturing,Affluent Customer,12,2350,NSW,3,55-64,61-70,Cat_1,2534
Male,Marketing Manager,Manufacturing,Mass Customer,13,2759,NSW,9,55-64,31-40,Cat_2,151
Female,Mechanical Systems Engineer,Financial Services,Affluent Customer,9,4680,QLD,7,55-64,51-60,Cat_2,1964
Female,Office Assistant II,Property,High Net Worth,9,4580,QLD,3,25-34,Below 10,Cat_2,602
Male,Civil Engineer,Manufacturing,Mass Customer,13,4350,QLD,2,55-64,71-80,Cat_2,3062
Male,Cost Accountant,Financial Services,Mass Customer,13,2199,NSW,9,35-44,51-60,Cat_3,2986
Female,Nuclear Power Engineer,Manufacturing,Mass Customer,3,4815,QLD,2,25-34,Nov-20,Cat_3,2705
Female,Sales Representative,Retail,Affluent Customer,5,4655,QLD,3,55-64,61-70,Cat_1,3172
Male,Actuary,Financial Services,High Net Worth,19,4224,QLD,3,55-64,61-70,Cat_1,1833
Female,Recruiter,Retail,Affluent Customer,7,4128,QLD,7,45-54,31-40,Cat_1,2396
Male,Operator,Manufacturing,Mass Customer,8,3020,VIC,8,55-64,81-90,Cat_1,3090
Female,Paralegal,Financial Services,High Net Worth,11,4209,QLD,7,45-54,41-50,Cat_2,430
Female,VP Quality Control,Financial Services,High Net Worth,10,3806,VIC,5,45-54,21-30,Cat_2,1823
Female,Media Manager IV,Financial Services,Affluent Customer,12,4051,QLD,8,45-54,71-80,Cat_2,1299
Male,Engineer I,Manufacturing,High Net Worth,9,3029,VIC,8,Above 64,61-70,Cat_3,298
Male,Web Designer II,Manufacturing,Mass Customer,3,2298,NSW,8,35-44,51-60,Cat_1,2415
Female,Chemical Engineer,Manufacturing,High Net Worth,3,3032,VIC,8,35-44,Above 90,Cat_2,336
Male,Structural Engineer,Manufacturing,Mass Customer,11,2088,NSW,10,Above 64,Above 90,Cat_2,187
Female,Senior Editor,Retail,Mass Customer,4,3550,VIC,4,45-54,Nov-20,Cat_2,489
Female,Safety Technician IV,Financial Services,Mass Customer,7,3186,VIC,11,45-54,31-40,Cat_1,1635
Female,Account Representative I,Financial Services,High Net Worth,8,2835,NSW,1,Above 64,21-30,Cat_1,2068
Female,Systems Administrator II,Manufacturing,Mass Customer,17,2154,NSW,10,45-54,Above 90,Cat_2,1752
Male,Accountant I,Financial Services,Affluent Customer,10,4721,QLD,1,35-44,71-80,Cat_2,1776
Male,Media Manager I,Retail,High Net Worth,7,2450,NSW,7,45-54,61-70,Cat_1,2196
Female,Cost Accountant,Financial Services,Mass Customer,9,2539,NSW,7,55-64,61-70,Cat_1,1822
Female,Product Engineer,Telecommunications,Mass Customer,3,3976,VIC,6,25-34,Nov-20,Cat_1,1703
Male,Account Representative I,Financial Services,Affluent Customer,1,4503,QLD,5,18-24,51-60,Cat_1,2648
Male,Speech Pathologist,Financial Services,High Net Worth,18,2046,NSW,10,45-54,41-50,Cat_3,2887
Female,Programmer III,Telecommunications,High Net Worth,12,2575,NSW,8,45-54,71-80,Cat_1,2096
Male,Safety Technician II,Financial Services,High Net Worth,4,4500,QLD,8,25-34,41-50,Cat_3,2189
Male,Electrical Engineer,Manufacturing,Mass Customer,9,2192,NSW,10,45-54,81-90,Cat_3,835
Female,Geologist IV,Entertainment,Mass Customer,10,4503,QLD,6,35-44,61-70,Cat_2,2639
Male,Design Engineer,Manufacturing,Mass Customer,11,2233,NSW,9,55-64,41-50,Cat_3,201
Male,Registered Nurse,Health,Affluent Customer,3,4514,QLD,3,25-34,61-70,Cat_2,239
Male,Registered Nurse,Health,Mass Customer,4,2305,NSW,7,35-44,Above 90,Cat_1,583
Male,Pharmacist,Health,Affluent Customer,18,3442,VIC,8,55-64,41-50,Cat_2,1168
Female,Mechanical Systems Engineer,Property,Mass Customer,19,2154,NSW,11,55-64,51-60,Cat_1,1540
Male,Speech Pathologist,Financial Services,Mass Customer,19,2137,NSW,12,25-34,31-40,Cat_1,1061
Male,Cost Accountant,Financial Services,Mass Customer,4,2290,NSW,4,55-64,51-60,Cat_3,1722
Female,Dental Hygienist,Health,High Net Worth,16,4740,QLD,2,45-54,81-90,Cat_2,2098
Male,Legal Assistant,Retail,Mass Customer,20,2176,NSW,9,55-64,31-40,Cat_1,3079
Female,Data Coordiator,Manufacturing,Mass Customer,14,3214,VIC,3,55-64,21-30,Cat_3,2155
Male,Account Coordinator,Property,Mass Customer,13,2573,NSW,7,55-64,41-50,Cat_1,1123
Female,Environmental Tech,Argiculture,Mass Customer,6,3070,VIC,11,25-34,41-50,Cat_3,490
Male,Computer Systems Analyst I,IT,Mass Customer,15,2223,NSW,9,35-44,Above 90,Cat_1,324
Female,Account Coordinator,Financial Services,Mass Customer,18,2450,NSW,9,35-44,Below 10,Cat_2,310
Female,General Manager,Manufacturing,Affluent Customer,14,3168,VIC,8,Above 64,Below 10,Cat_2,3242
Female,Cost Accountant,Financial Services,Affluent Customer,17,3033,VIC,7,45-54,61-70,Cat_1,384
Male,Computer Systems Analyst II,Manufacturing,High Net Worth,9,3149,VIC,10,55-64,31-40,Cat_2,2830
Male,Engineer IV,Manufacturing,Affluent Customer,15,3156,VIC,8,35-44,71-80,Cat_1,1381
Male,Senior Sales Associate,Manufacturing,Mass Customer,12,3677,VIC,1,55-64,Above 90,Cat_2,1345
Male,Geologist III,Retail,Mass Customer,12,3030,VIC,8,35-44,Above 90,Cat_1,2031
Male,General Manager,Manufacturing,Affluent Customer,4,3189,VIC,10,25-34,41-50,Cat_1,1873
Male,Human Resources Assistant IV,Manufacturing,Affluent Customer,15,2145,NSW,8,35-44,61-70,Cat_1,937
Male,Help Desk Operator,Property,Mass Customer,9,3240,VIC,7,45-54,71-80,Cat_3,2428
Female,Director of Sales,Financial Services,Affluent Customer,12,4280,QLD,4,55-64,21-30,Cat_2,3191
Female,Executive Secretary,Health,Mass Customer,13,2066,NSW,9,45-54,81-90,Cat_1,409
Male,Environmental Specialist,Health,High Net Worth,5,2177,NSW,9,25-34,71-80,Cat_2,1144
Male,Nurse,Retail,Mass Customer,14,3279,VIC,8,55-64,41-50,Cat_3,2635
Female,Senior Quality Engineer,Financial Services,High Net Worth,10,4567,QLD,7,55-64,41-50,Cat_2,1765
Female,Environmental Tech,Financial Services,Mass Customer,4,3750,VIC,9,55-64,41-50,Cat_1,1902
Female,Professor,Manufacturing,Mass Customer,14,3008,VIC,10,45-54,Below 10,Cat_2,791
Male,Social Worker,Health,High Net Worth,10,2031,NSW,10,45-54,Above 90,Cat_1,262
Male,VP Product Management,Manufacturing,Mass Customer,13,4215,QLD,7,35-44,71-80,Cat_1,848
Male,Account Executive,IT,Mass Customer,8,2032,NSW,11,45-54,Above 90,Cat_3,2181
Female,Sales Associate,Manufacturing,Mass Customer,19,2760,NSW,8,55-64,61-70,Cat_1,1240
Female,Biostatistician II,Manufacturing,Affluent Customer,6,4564,QLD,8,55-64,81-90,Cat_2,2683
Male,Human Resources Assistant III,Retail,High Net Worth,9,3810,VIC,4,55-64,Nov-20,Cat_2,3295
Male,Paralegal,Financial Services,Mass Customer,7,2176,NSW,9,25-34,51-60,Cat_1,1522
Female,Help Desk Operator,Argiculture,Mass Customer,9,2099,NSW,11,45-54,81-90,Cat_1,3489
Female,Staff Scientist,Financial Services,High Net Worth,3,2096,NSW,12,25-34,81-90,Cat_1,3011
Male,Nurse Practicioner,Manufacturing,Affluent Customer,8,4152,QLD,6,45-54,51-60,Cat_3,2595
Female,Systems Administrator II,Manufacturing,Affluent Customer,12,3153,VIC,6,35-44,21-30,Cat_2,3299
Male,Programmer Analyst II,Manufacturing,Affluent Customer,6,2769,NSW,10,55-64,51-60,Cat_1,696
Male,Clinical Specialist,Health,Mass Customer,10,3130,VIC,10,35-44,Below 10,Cat_1,1225
Male,VP Accounting,Financial Services,Mass Customer,6,2166,NSW,8,35-44,21-30,Cat_3,3060
Female,Account Coordinator,Property,High Net Worth,13,2321,NSW,4,35-44,81-90,Cat_1,2199
Male,Software Test Engineer I,Health,High Net Worth,14,2153,NSW,9,45-54,31-40,Cat_1,1096
Male,Desktop Support Technician,Financial Services,Mass Customer,14,2763,NSW,9,35-44,81-90,Cat_3,684
Female,Social Worker,Health,Mass Customer,7,2250,NSW,8,45-54,Above 90,Cat_3,507
Female,Chief Design Engineer,Manufacturing,Affluent Customer,5,2142,NSW,8,55-64,61-70,Cat_3,478
Male,VP Marketing,Manufacturing,Mass Customer,16,2261,NSW,7,35-44,71-80,Cat_1,2544
Female,Sales Associate,Manufacturing,Mass Customer,12,2160,NSW,8,55-64,71-80,Cat_1,3374
Male,Account Coordinator,Manufacturing,Mass Customer,8,4873,QLD,4,35-44,61-70,Cat_2,800
Female,Administrative Assistant II,Financial Services,Mass Customer,3,2880,NSW,1,18-24,41-50,Cat_1,1413
Male,Legal Assistant,Health,Mass Customer,12,2794,NSW,2,35-44,Above 90,Cat_1,1429
Male,Statistician II,Manufacturing,High Net Worth,6,2170,NSW,9,45-54,71-80,Cat_2,1637
Male,General Manager,Financial Services,Mass Customer,7,2122,NSW,11,45-54,Nov-20,Cat_3,3215
Male,Social Worker,Health,Affluent Customer,17,2073,NSW,11,Above 64,Below 10,Cat_1,2442
Male,Physical Therapy Assistant,Financial Services,Mass Customer,15,3810,VIC,6,25-34,81-90,Cat_2,1336
Female,Analog Circuit Design manager,Property,High Net Worth,11,4702,QLD,2,Above 64,41-50,Cat_1,3129
Female,Internal Auditor,Retail,Mass Customer,18,3226,VIC,7,45-54,61-70,Cat_2,1367
Male,Internal Auditor,Retail,Mass Customer,13,3677,VIC,5,35-44,Above 90,Cat_2,2562
Male,Project Manager,IT,High Net Worth,16,2528,NSW,7,55-64,31-40,Cat_1,2888
Female,VP Product Management,Health,Mass Customer,12,2000,NSW,12,55-64,61-70,Cat_3,3334
Male,Legal Assistant,Manufacturing,Affluent Customer,21,4055,QLD,7,45-54,41-50,Cat_2,1801
Female,Health Coach I,Health,High Net Worth,4,2264,NSW,8,45-54,51-60,Cat_1,2012
Female,Senior Sales Associate,Property,Mass Customer,12,2164,NSW,8,55-64,81-90,Cat_3,2454
